place_id,name,lat,lng,address,category,types,rating,user_ratings_total,phone,website
ChIJmwAAAAtGDW0RCufm9jriD0M,Mister Minit Glenfield Mall,-36.7825233,174.7221415,"Level 2, Shop 211 Glenfield Mall Cnr Glenfield Road &, Downing Street, Glenfield, Auckland 0629, New Zealand",,"establishment,locksmith,point_of_interest,store",4.2,73,+64 9 441 6066,http://misterminit.co/
ChIJ6R04q4ZLDW0RSohxuO2avsY,Chinatown,-36.9253795,174.8932422,"262 Ti Rakau Drive, Burswood, Auckland 2013, New Zealand",shopping mall,"establishment,point_of_interest,shopping_mall",3.7,1298,,
ChIJbUgSLvtHDW0RFXKLUva-kD4,Auckland Art Gallery,-36.851354,174.766237,"Wellesley Street East, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"art_gallery,establishment,museum,point_of_interest,tourist_attraction",4.6,6147,+64 9 379 1349,https://www.aucklandartgallery.com/
ChIJDZSXbvBHDW0RTfnJNyKiMJI,AJ Hackett Auckland SkyJump & SkyWalk,-36.8484743,174.7623761,"72 Victoria Street West, Auckland Central, Auckland 1141, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.9,842,+64 800 759 925,https://www.bungy.co.nz/auckland/sky-tower/?utm_source=google&utm_medium=gmb&utm_campaign=akl-skyjump-skywalk
ChIJ9WEub-VHDW0RQ1VRwQTaNOg,Odyssey Sensory Maze Auckland,-36.85156,174.763906,"Lower Basement Metro Centre 291/297 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.3,812,+64 9 365 1145,http://www.odysseum.co.nz/
ChIJAZar4mpHDW0R4UgaQyXC8a4,Weta Cave,-36.8490995,174.7623932,"Level 5/88 Federal Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,74,,http://tours.wetaworkshop.com/
ChIJaTKMUvxHDW0RZmeFD2WGjRI,Emily Place Reserve,-36.8468611,174.7705428,"38/62 Emily Place, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,park,point_of_interest,tourist_attraction",4.5,143,,
ChIJA4X9SwtIDW0RwINaKgfZebg,Auckland War Memorial Museum,-36.8607177,174.7777538,"Parnell, Auckland 1010, New Zealand",tourist attraction,"establishment,museum,point_of_interest,tourist_attraction",4.7,13153,+64 9 309 0443,https://www.aucklandmuseum.com/
ChIJn0svh-9HDW0RMIBTBUuDdjg,Aotea Square,-36.8523442,174.7631465,"291-297 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.4,6451,+64 9 309 2677,https://www.aucklandlive.co.nz/venue/aotea-square
ChIJfz8qGU1HDW0Rn9tGD3HK_b8,Quay Street Waterfront,-36.8427867,174.7659598,"Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,19,,
ChIJ6TyltPhHDW0RVnXC3nOHDDU,Auckland Waterfront,-36.8402997,174.768064,"Queens Wharf, Auckland, 1010, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.6,143,+64 20 4112 9861,https://www.aucklandlive.co.nz/the-cloud
ChIJq6qqavdHDW0RzxmLTgjbErM,Viaduct Lookout,-36.8428998,174.763526,"Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.6,196,+64 9 373 4141,http://viaduct.co.nz/
ChIJieHN9EBHDW0RxYPM2gFU6wA,Queen Street,-36.8508852,174.7645088,"Level 20/191 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.3,58,,
ChIJNxWWLjlHDW0R1hCX9KGcQGQ,Auckland Midtown Self-Guided Walking Tour,-36.8463598,174.7661069,"86 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",5.0,3,,
ChIJKb260flHDW0RHI3XH5P0UPI,New Zealand Maritime Museum,-36.8414624,174.7633302,"Corner of Quay and Hobson Street, Auckland Central, Auckland 1140, New Zealand",,"establishment,museum,point_of_interest",4.6,2607,+64 9 373 0800,http://www.maritimemuseum.co.nz/
ChIJrSXsOEVHDW0RdxYZ9SQZfZY,Odysseum Auckland,-36.8517356,174.7635427,"Lower Basement Level Metro Centre 291/297 Queen Street, Auckland City, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.3,15,,http://www.odysseum.co.nz/
ChIJ4xsZP_lHDW0RCyZMr87UG6s,Ferry Building,-36.8429818,174.7669157,"107 Quay Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.4,1358,+64 800 385 5377,https://nzhistory.govt.nz/media/photo/auckland-ferry-building-and-tees
ChIJ9QljzwtHDW0RyxKx_YIepkA,Skyline View,-36.8439901,174.7583095,"414/83 Halsey Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,8,,
ChIJ-yX6PKFHDW0RzSkH6hL8Afw,Doom Room,-36.8514537,174.7638438,"Lower Basement Metro Centre 291-297 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.1,27,+64 9 365 1145,https://www.odysseum.co.nz/
ChIJ3Z5J7vBHDW0RBtZoG66kyNg,Wynyard Quarter,-36.8412004,174.7576326,"82 Wyndham Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",5.0,24,,https://www.wynyard-quarter.co.nz/
ChIJQ9j2kwxHDW0R6nvWQ0rSivU,Auckland Uptown Walk,-36.849111,174.765119,"20 Victoria Street West, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,6,,
ChIJh38sC7JHDW0RxqN-4evsP1M,Halsey Street Wharf,-36.8395298,174.7601065,"161 Halsey Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.8,22,,
ChIJ22AxB_g3DW0RQTEjCURebc8,Cyril Bassett VC Lookout,-36.829114,174.77344,"87 Stanley Point Road, Stanley Point, Auckland 0624, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,289,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJy1MRhe9HDW0Rk8pt0UmDoxs,Auckland Town Hall,-36.8527881,174.7632259,"301/317 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"city_hall,establishment,local_government_office,point_of_interest,tourist_attraction",4.6,360,+64 9 309 2677,https://www.aucklandlive.co.nz/venue/auckland-town-hall?utm_source=google&utm_medium=mybusiness&utm_campaign=gmb_auckland_town_hall
ChIJQ3KyMxJHDW0R7ug-g7xeklY,Auckland Zoo,-36.864113,174.719685,"Motions Rd, Western Springs, Auckland 1022, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction,zoo",4.5,15961,+64 9 360 3805,http://www.aucklandzoo.co.nz/
ChIJp1-w0cxHDW0RBMSMFb6xDQY,Wynyard Basin,-36.8389274,174.7589884,"90 Brigham Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.8,6,,
ChIJ5-ZnPABHDW0RAkDjFGVDsCE,Gantry,-36.8396868,174.7551599,"26 Hamer Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",5.0,6,,
ChIJV9clZgBHDW0RCuV22IA_-BI,Eastern Viaduct,-36.8422221,174.7630021,"Eastern Viaduct, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,7,,
ChIJXUu_XSyuOG0RrOW8A0zEPEk,Northern Explorer: Scenic Train Auckland - Wellington,-36.8484896,174.7811849,"66 The Strand, Parnell, Auckland 1010, New Zealand",tourist attraction,"cafe,establishment,food,point_of_interest,tourist_attraction",4.3,183,+64 800 872 467,https://www.greatjourneysnz.com/tours-and-trains/scenic-trains/northern-explorer-train/?utm_source=google&utm_medium=organic&utm_campaign=trains&utm_term=gmb
ChIJ71B6s0RHDW0RirRhnu1v390,Aphrodite's Fountain,-36.8506051,174.7679359,"Albert Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,6,,
ChIJGy_6QIlHDW0R2u6WM8v70EQ,Auckland Foreshore Heritage Walk,-36.8425023,174.7460508,"St Marys Bay, Auckland 1011, New Zealand",tourist attraction,"establishment,park,point_of_interest,tourist_attraction",4.6,84,,https://www.aucklandcouncil.govt.nz/arts-culture-heritage/heritage-walks-places/Pages/auckland-city-heritage-walks-original-shoreline.aspx
ChIJTY4oKfhHDW0RMD4uJSFZ2_Y,Hobson Wharf,-36.8404721,174.7630933,"Hobson Wharf 175 Quay Street, Auckland Central, Auckland 1010, New Zealand",park,"establishment,park,point_of_interest",4.6,13,,
ChIJt5wxQwBHDW0Rq0NfDtdpMf0,Christmas Tree (Seasonal),-36.8436649,174.7671158,"2 Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.0,2,,
ChIJ87LEgRxHDW0R2-v5HchZvHQ,Maoli - Local Tours,-36.848098,174.7697003,"Shed 19 Princes Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",,0,+64 210 823 8372,
ChIJldRG1-RHDW0RlAIqOgku5FQ,Great Escape,-36.8505009,174.7657674,"28 Lorne Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,625,+64 9 274 8450,http://greatescape.nz/
ChIJ47tIEa05DW0Rz9RoH8WCgeA,Harbour Bridge View,-36.835419,174.7463773,"181 Westhaven Drive, Westhaven, Auckland 1011, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.8,322,,
ChIJre_UUQBHDW0R6Ao4ODxpVh8,Auckland City Centre Loop Walk (CBD Urban Trail),-36.8596332,174.7606463,"30 Upper Queen Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",5.0,1,,
ChIJffUuQwBHDW0RE5dyxLApz3I,Storytelling Container,-36.8416434,174.7607248,"11/9 Brigham Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",5.0,2,,https://www.freshconcept.co.nz/storytelling-container
ChIJgRx2tls3DW0RsnPYP_y8M0k,Secret Cove,-36.8269116,174.7740944,"60A Stanley Point Road, Stanley Point, Auckland 0624, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.6,36,,
ChIJ08wIYwBHDW0RgVW8RBW0jj8,Waimahara,-36.8540129,174.7622982,"Mayoral Drive, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.8,5,,
ChIJv1wfEAdIDW0RbwSJ6sE6HgA,Māhuhu-ki-te-rangi Park,-36.8469913,174.7752589,"13-19 Mahuhu Crescent, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,park,point_of_interest,tourist_attraction",4.4,103,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/Pages/default.aspx
ChIJ9Wv3aQBHDW0Rqzr-O0rbkU4,Dance mirror container,-36.841619,174.7606571,"11/9 Brigham Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.0,1,,
ChIJIa3ABQBHDW0RSw1KZ_eCETQ,Wynyard Quarter Pump Station,-36.8432178,174.755107,"Wynyard Quarter, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",,0,,
ChIJP5WeRYFHDW0Rd6WJklMA6Hs,Hilarious Farmstays,-36.8439606,174.7687285,"2 Commerce Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",,0,+64 21 194 8938,
ChIJ0zMb3ghHDW0RrhPFWmZLZcU,MOTAT Museum of Transport and Technology,-36.867818,174.7269355,"805 Great North Road, Western Springs, Auckland 1022, New Zealand",tourist attraction,"establishment,museum,point_of_interest,tourist_attraction",4.5,4467,+64 9 815 5800,https://www.motat.nz/
ChIJEwaEUwBHDW0RLSphU_1hqv0,NewZeaLand Stsy,-36.8545867,174.7594061,"150 Vincent Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",,0,,
ChIJ8bZhqP5HDW0R6ARJXtidLic,Pou Tu te Rangi,-36.8444889,174.768695,"Te Ara Tahuhu Walking Street, Britomart Auckland, 1010, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.6,24,,
ChIJtx8xpAk4DW0R3LiyyfC6O5Y,The Big Wheel,-36.8364767,174.7592512,"1010/92 Brigham Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.3,405,,
ChIJf1rMt3JIDW0RaleKpT116Zg,Kinder House,-36.8618668,174.7825343,"2 Ayr Street, Parnell, Auckland 1052, New Zealand",,"establishment,point_of_interest",4.6,18,+64 9 379 4008,
ChIJAeNY3vBHDW0RI8W5p7Y7ZU0,Landmark Auckland,-36.8453242,174.7605057,"Ground, 7-9 Fanshawe Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",3.8,33,+64 9 366 0163,http://landmarkauckland.com/
ChIJK_JrDftHDW0RlbVyzr9u3-I,Lord Freyberg Statue,-36.8478507,174.7667069,"Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.5,23,,https://www.hmdb.org/marker.asp?marker=83526&Result=1
ChIJAVAQjaZHDW0RJCEnimTLq8w,Mount Eden Boardwalk,-36.8774158,174.7634503,"Summit Road, Mount Eden, Auckland 1024, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.8,159,,
ChIJfaQwrfxHDW0RWGGtACTj1O0,Merchant House,-36.8499758,174.768659,"31 Princes Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.6,8,+64 9 301 0101,https://nzhistory.govt.nz/media/photo/princes-street-merchants%E2%80%99-houses
ChIJDcN53_NHDW0R0m0U5twxx0s,Waterfront Park,-36.8426877,174.7659776,"Auckland 1010, New Zealand",,"establishment,point_of_interest",4.5,18,,
ChIJa2l3Rf9HDW0Rju1g_qYPL8I,The Lighthouse,-36.8401523,174.7687819,"89 Quay Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.4,164,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/arts-culture-heritage/arts/public-art-waterfront/Pages/lighthouse.aspx
ChIJ-1k3LYJIDW0R8p3ivQR-WbA,Campbell Fountain & Statue,-36.8884587,174.7759028,"308-312 Manukau Road, Epsom, Auckland 1051, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,87,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJ3aWwn5BIDW0RbNFxvcMBXzQ,Acacia Cottage,-36.8975071,174.783949,"One Tree Hill, Auckland 1051, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.6,27,+64 9 630 8485,http://cornwallpark.co.nz/
ChIJOf4zKCRHDW0Rn9zqD4Yndts,Waterview Heritage Area,-36.8738923,174.7033275,"15A Cowley Street, Waterview, Auckland 1026, New Zealand",,"establishment,point_of_interest",4.1,26,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/
ChIJ-2T4RLNJDW0RTB0MzpUwmlE,One Tree Hill Monument,-36.9003036,174.7831477,"Olive Grove, One Tree Hill, Auckland 1051, New Zealand",,"establishment,point_of_interest",4.6,61,,
ChIJZ7YUQPlHDW0RL6EPM0_hj-4,Maori Chieftain Statue,-36.84351789999999,174.7671463,"Auckland, 1010, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.5,19,,
ChIJEdvdlANHDW0RNmAQddcs070,Auckland Lookout,-36.8764168,174.7648396,"5172079, Mount Eden, Auckland 1024, New Zealand",,"establishment,point_of_interest",4.8,274,,
ChIJqQw-CAtIDW0RlHGcU0EkWm8,Robert Burns Statue,-36.8584817,174.7766815,"Domain Drive, Parnell, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.3,18,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJgd_nUdDJ3EMRVPSyAJNoikE,Landmarks New Zealand Auckland Private Tours,-36.8595567,174.7406999,"29 Dickens Street, Grey Lynn, Auckland 1021, New Zealand",,"establishment,point_of_interest,travel_agency",5.0,8,+64 21 932 083,https://www.landmarksnewzealand.co.nz/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb
ChIJSfpD5NlJDW0R8KDRFVRHKr8,Michael Joseph Savage Memorial,-36.8456372,174.8260932,"15 Hapimana Street, Orakei, Auckland 1071, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,486,+64 9 301 0101,http://www.aucklandcouncil.govt.nz/EN/parksfacilities/premierparks/Pages/michaeljosephsavagememorial.aspx
ChIJCdgo2uRHDW0RjR49dG16B6A,Khartoum Place,-36.8506992,174.7658457,"1 Khartoum Place, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.7,3,,
ChIJZwFZafpGDW0RUan9JsnSuOY,Alberton - HNZPT,-36.8897966,174.724733,"100 Mount Albert Road, Mount Albert, Auckland 1025, New Zealand",tourist attraction,"establishment,museum,point_of_interest,store,tourist_attraction",4.7,382,+64 9 846 7367,https://visitheritage.co.nz/visit/auckland/alberton/
ChIJC4KZsrNHDW0RIKdbqs58wcA,Geminorum Point,-36.8698674,174.7690514,"56 Mountain Road, Epsom, Auckland 1023, New Zealand",,"establishment,point_of_interest",4.8,12,,
ChIJn2d_evpHDW0RWRyPn4zl_qI,Saint Patrick's Cathedral,-36.8464454,174.7634757,"43 Wyndham Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"church,establishment,place_of_worship,point_of_interest,tourist_attraction",4.8,1517,+64 9 303 4509,https://www.stpatricks.org.nz/
ChIJN7g4kvtHDW0RMmgVrpbXPtM,Albert Park Ombu Tree,-36.8499008,174.7679624,"31 Princes Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.9,9,,
ChIJdxQaZQBHDW0RTZYaqmWodjI,Wooden Sculpture,-36.84576819999999,174.7543468,"Victoria Park, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.0,1,,
ChIJHSEOquRHDW0R5Bhg_ya3thc,Statue of Queen Victoria,-36.8502686,174.768072,"Albert Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.2,13,,https://nzhistory.govt.nz/media/photo/albert-park-queen-victoria-statue
ChIJ9x0I6yBBDW0RhzbNBg0rqhA,Landmark Homes - West/Central Auckland,-36.8571407,174.7697152,"Level 1/60 Grafton Road, Grafton, Auckland 1010, New Zealand",,"establishment,general_contractor,point_of_interest",4.7,3,+64 9 972 1730,https://landmarkhomes.co.nz/franchise/auckland-central-waitakere-to-howick
ChIJj6U-4y5IDW0Ryl4d7vyilfg,Orakei Marina Lighthouse,-36.8482953,174.807479,"New Zealand, Auckland 1071, New Zealand",,"establishment,point_of_interest",4.7,22,+64 27 522 8332,
ChIJM-J1S-NHDW0RI_W_HfHjF7s,University Of Auckland Clock Tower,-36.8503035,174.7694042,"The Clock Tower 22 Princes Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest,university",4.6,76,+64 9 373 7599,https://www.auckland.ac.nz/en/on-campus/our-campuses/landmarks-facilities/the-clocktower.html
ChIJ1aVptg1IDW0RFyl1FH8q5-4,Statue of Thomas Leslie Harvey,-36.857402,174.781561,"Parnell, Auckland 1052, New Zealand",,"establishment,point_of_interest",4.8,11,,
ChIJr0g6aPlHDW0R-Uqd4TPtlVg,Te Komititanga Square,-36.8441096,174.7672069,"8/10 Queen Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.8,29,,https://www.cityraillink.co.nz/newsletter-december-2020/city-welcomes-newest-destination
ChIJG_IIOtM3DW0R2O4ZkTOZJcA,Victoria Wharf,-36.8337949,174.796131,"1 Queens Parade, Devonport, Auckland 0624, New Zealand",,"establishment,point_of_interest",4.8,14,,
ChIJEZyzKGRHDW0RhpuBAA4rBDI,Sir George Grey Statue,-36.8500871,174.7677348,"Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.1,8,,https://en.wikipedia.org/wiki/George_Grey
ChIJS6XiyPtHDW0RFiU25K82uFo,Dingwall Building,-36.8457012,174.7661404,"87/93 Queen Street, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.2,14,,
ChIJkdItuDJGDW0RqZPdaFyDSPc,Mt Eden Village Centre,-36.8825041,174.7615816,"449 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,166,+64 9 631 0678,http://www.mtedenvillagecentre.co.nz/
ChIJCXwwvvxHDW0RhAqRd--ReWI,University House Synagogue,-36.8487327,174.7691147,"1 Bowen Avenue, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",5.0,1,,https://www.heritage.org.nz/list-details/578/578
ChIJE__9bQtLDW0RMNdIKDnR-HU,Howick Historical Village,-36.9073974,174.9032889,"Lloyd Elsmore Park, Bells Road, Pakuranga, Auckland 2010, New Zealand",tourist attraction,"establishment,museum,park,point_of_interest,store,tourist_attraction",4.7,656,+64 9 576 9506,http://www.historicalvillage.org.nz/
ChIJmYCHnuZHDW0RcuMzAp662wk,Trooper statue,-36.8498957,174.7677787,"Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.0,3,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJ3zpWdClHDW0R2Kl6zVeJJGM,Te Wero Island,-36.8417199,174.7610101,"Viaduct Harbour, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.3,3,,
ChIJXdnwpGRGDW0RUN-cJGLvAA8,Puketapapa / Mount Roskill,-36.9121423,174.7373135,"1109 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",park,"establishment,park,point_of_interest",4.5,474,+64 9 301 0101,https://www.maunga.nz/maunga/pukewiwi-puketapapa/
ChIJRfVV731HDW0ROOaOUEdL1pI,Te Toka O Apihai Te Kawau,-36.8443057,174.771605,"4882828, Auckland, Auckland Central, Auckland 1010, New Zealand",,"establishment,point_of_interest",4.7,6,,
ChIJBaTSJPlHDW0Rh1wolJD7fnE,Auckland City Tours,-36.8423309,174.767521,"Ferry Terminal - Pier 1, Auckland city, Auckland 1010, New Zealand",,"establishment,point_of_interest,travel_agency",4.7,46,+64 27 258 6877,http://www.aucklandcitytours.co.nz/
ChIJ_ajoNgVIDW0RYxfnY_nWKC0,Auckland Scenic Tours,-36.8155875,174.7458018,"145 Queen Street, Northcote Point, Auckland 0627, New Zealand",,"establishment,point_of_interest,travel_agency",4.6,106,+64 21 403 325,http://aucklandscenictours.co.nz/
ChIJN8JDt_lHDW0RhZ-hF5mwo2Q,Auckland Walks,-36.8436366,174.7674828,"2 Queen Street, Auckland Central, Auckland 1011, New Zealand",,"establishment,point_of_interest",5.0,1,+64 800 300 100,http://www.aucklandwalks.co.nz/
ChIJEYwDoHJIDW0RSltO1ish7hE,Ewelme Cottage - Heritage New Zealand Pouhere Taonga,-36.8627814,174.7837372,"14 Ayr Street, Parnell, Auckland 1052, New Zealand",tourist attraction,"establishment,museum,point_of_interest,tourist_attraction",4.6,35,+64 9 524 5729,https://visitheritage.co.nz/visit/auckland/ewelme-cottage/
ChIJHR0_RXVIDW0R_nvJwAyd7a4,Pukekaroa Hill,-36.86174949999999,174.7740534,"Parnell, Auckland 1010, New Zealand",tourist attraction,"establishment,park,point_of_interest,tourist_attraction",4.9,20,,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJyb8BnfdJDW0RXy7lFbYKIQ0,Fred Ambler Lookout,-36.8485014,174.7856794,"87 Gladstone Road, Parnell, Auckland 1052, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.4,5,,
ChIJ0UKoaiNJDW0RxFyRuuKHlLc,Urban Sanctuary,-36.8526523,174.8059576,"Tamaki Drive, Ngapipi Road, Orakei, Auckland 1071, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.5,8,,
ChIJ2UAR0w1IDW0RiNicHlUBAkM,Artis Gallery,-36.856365,174.7813351,"280a Parnell Road, Parnell, Auckland 1052, New Zealand",tourist attraction,"art_gallery,establishment,point_of_interest,tourist_attraction",4.6,14,+64 9 303 1090,http://artisgallery.co.nz/
ChIJ_w1f5nxJDW0R8JX3_tNFn18,Point Resolution Park,-36.8497592,174.7919175,"158 Saint Stephens Avenue, Parnell, Auckland 1052, New Zealand",park,"establishment,park,point_of_interest",4.6,19,,https://data-atgis.opendata.arcgis.com/datasets/e283e6eac441485994afe02a416ca8fb_0?geometry=174.780%2C-36.852%2C174.807%2C-36.846
ChIJE-vYDC5IDW0RBegR86JUOQ4,Pacific Mermaid Cruises,-36.849079,174.808434,"Berth C45, c/o Orakei Marina Office D Pier, 12 Tamaki Drive, Auckland 1745, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.7,7,+64 210 278 6757,http://www.pacificmermaid.co.nz/
ChIJiyAIYw1IDW0RaGo4kJ2wN8A,Holy Trinity Cathedral,-36.8595474,174.7835806,"446 Parnell Road, Parnell, Auckland 1052, New Zealand",tourist attraction,"church,establishment,place_of_worship,point_of_interest,tourist_attraction",4.7,824,+64 9 303 9500,https://www.holy-trinity.org.nz/
ChIJMXwD6g5IDW0Rh_l0nhUJY_s,Heard Park,-36.8541481,174.7801832,"170 Parnell Road, Parnell, Auckland 1052, New Zealand",park,"establishment,park,point_of_interest",4.3,124,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/park-details.aspx?Location=6
ChIJGTJzvQhIDW0RcMGcJGLvAA8,Fraser Park,-36.8512385,174.7774105,"Fraser Park 65 Parnell Rise, Parnell, Auckland 1052, New Zealand",park,"establishment,park,point_of_interest",4.1,136,+64 9 301 0101,http://www.aucklandcouncil.govt.nz/
ChIJC3UICnNIDW0R1LknMIKVBcY,Parnell Farmers' Market,-36.863307,174.7800629,"545 Parnell Road, Parnell, Auckland 1052, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.4,692,+64 9 555 5154,https://villagesquare.org.nz/parnell-farmers-market
ChIJlUwyUHNIDW0RmTmVKxKxFxw,Sensory Garden,-36.861726,174.7791542,"Auckland War Memorial Museum, Parnell, Auckland 1010, New Zealand",park,"establishment,park,point_of_interest",4.2,18,,
ChIJS2IVzNtHDW0RYFoYMB2vmVk,Heritage Mooring Bollards 'Red Fence',-36.8438519,174.7698363,"120 Quay Street, Auckland Central, Auckland 1010, New Zealand",tourist attraction,"establishment,point_of_interest,tourist_attraction",4.0,6,,
ChIJpfzWeRZIDW0Rg50E5sfbjqc,Awatea Reserve,-36.856218,174.7922397,"Parnell, Auckland 1052, New Zealand",park,"establishment,park,point_of_interest",4.0,12,+64 9 301 0101,https://www.aucklandcouncil.govt.nz/parks-recreation/Pages/default.aspx
ChIJ7-sx-xFIDW0RV6WdOrQYk6U,Alberon Reserve,-36.8551715,174.7840992,"Parnell, Auckland 1052, New Zealand",tourist attraction,"establishment,park,point_of_interest,tourist_attraction",4.5,29,,http://www.aucklandcouncil.govt.nz/
