place_id,name,lat,lng,address,types,rating,user_ratings_total,phone,website,opening_hours_present,source_query,category
ChIJc3sXwy5BDW0RZCnSZmODStQ,Biryaniwala - Henderson,-36.8798891,174.6340838,"3/330 Great North Road, Henderson, Auckland 0612, New Zealand","establishment,food,point_of_interest,restaurant",4.5,327.0,+64 9 277 5678,https://biryaniwala.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJo3CyI95ADW0R3-5GraStsd8,Subway,-36.8739303,174.6692896,"624 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.3,266.0,+64 9 828 8657,http://www.subway.com/en-NZ,True,grid_classic_tourist_attraction,restaurant
ChIJr0S7oShBDW0R33N-nYm17Eg,Pita Pit,-36.8824977,174.6795886,"391 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",3.7,75.0,+64 9 903 9491,http://www.pitapit.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJaW62ON5ADW0RcZEyCZHj65A,Night 'n Day Rosebank,-36.8721862,174.6693736,"628/642 Rosebank Road, Avondale, Auckland 1026, New Zealand","cafe,convenience_store,establishment,food,grocery_or_supermarket,meal_takeaway,point_of_interest,restaurant,store",3.0,50.0,+64 9 820 9040,http://www.nightnday.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJneZO0S5BDW0RTNgJ6qJZunU,Rosebank - coffee & kitchen,-36.8837748,174.6819661,"1/2 Jomac Place, Avondale, Auckland 1026, New Zealand","cafe,establishment,food,point_of_interest,restaurant",4.3,761.0,+64 9 828 6110,http://rosebankkitchen.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJsU8VfzlBDW0Rxb0uwAgK1qI,Ryders,-36.8952184,174.6777198,"177 Riversdale Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant,tourist_attraction",4.7,65.0,+64 9 820 4663,,True,grid_classic_tourist_attraction,tourist attraction
ChIJE1rGNh5BDW0R2vXmefD7hv8,Food Contractors 1979,-36.8786989,174.6657983,"11 Saunders Place, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.3,4.0,+64 9 828 0691,,False,grid_classic_tourist_attraction,restaurant
ChIJCdhKiRlBDW0RcOZEbH_zaoc,Bancroft Lunch Bar,-36.8864908,174.6639961,"22 Bancroft Crescent, Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.0,12.0,+64 9 818 8944,,True,grid_classic_tourist_attraction,restaurant
ChIJJQQ4icVBDW0RyXEY1sIYsy0,Burdogs,-36.8889914,174.6599052,"NZ, The Kitchen Collective 9A Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.7,113.0,+64 210 574 636,https://www.burdogs.net/,True,grid_classic_tourist_attraction,restaurant
ChIJBezGQZdBDW0RpWWd4xizrWQ,The Milktea Shop X Chopsticks and Sips,-36.8891319,174.6600125,"The Kitchen Collective 9A Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",4.9,250.0,,https://chopsticksandsips.com/,True,grid_classic_tourist_attraction,restaurant
ChIJHcgeg8ZBDW0RdFyiOxKZHEQ,Better Burger Glendene,-36.8891319,174.6600125,"The Kitchen Collective 9a Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",3.7,29.0,+64 274 737 273,https://www.betterburger.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJPYDLpGpBDW0Rax6yHI8Klpg,Burger Burger Glendene,-36.8891319,174.6600125,"9a Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,21.0,+64 22 469 3280,https://burgerburger.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJBcRZG1EEPQYRmNh5mn6Bnno,Havoc Seafood Boil and Soul Food,-36.8891319,174.6600125,"9A Akatea Road, Glendene, Auckland 0602, New Zealand","bakery,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.6,23.0,+64 27 352 8942,http://www.heavenlyhavoc.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJnaP_oIpBDW0RC0s-WVd8e8s,Engineer's Cafe,-36.8891319,174.6600125,"9A Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",4.7,80.0,+64 22 028 1122,https://engineerscafe.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJ0XN1LVZBDW0RVZQE962XQLc,Jack's Fried Chicken Glendene,-36.8891319,174.6600125,"The Kitchen Collective 9A Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.8,302.0,+64 210 859 6073,http://jacksfriedchicken.com/,True,grid_classic_tourist_attraction,restaurant
ChIJR1uoJwBBDW0R5zt_Xr5Uxr8,Spicy Duck,-36.8893418,174.6598362,"NZ, The Kitchen Collective 9A Akatea Road, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",5.0,1.0,+64 21 557 885,,False,grid_classic_tourist_attraction,restaurant
ChIJuUYeIuBADW0R-qFK5V0mX_g,Saunders Lunch Bar,-36.8772869,174.6674242,"9/22 Timothy Place, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.7,9.0,+64 9 218 7826,,True,grid_classic_tourist_attraction,restaurant
ChIJPyKtv5BBDW0Rnfubnqzzo7A,Vincent's Bakery,-36.8808964,174.6746349,"3/432 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.5,79.0,+64 9 828 7585,,True,grid_classic_tourist_attraction,restaurant
ChIJ8RwP6XdBDW0R_CHkMHK13Nk,Mitten Drin,-36.8815854,174.6762512,"390a Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.6,605.0,+64 9 820 0335,https://www.mittendrin.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJq6sr8kVBDW0ROIDoh3XWlJA,Genesis massive,-36.8898202,174.6752693,"16a Kenley Place, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",,,+64 210 234 4445,,False,grid_classic_tourist_attraction,restaurant
ChIJ1_J9aCZBDW0RT_IBWppU1lM,Fremlin Lunch Bar,-36.882329,174.6773235,"1 Fremlin Place, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.3,41.0,+64 9 828 6739,,True,grid_classic_tourist_attraction,restaurant
ChIJZ4_Lf6dBDW0RpRwA1WT_jWc,District 7 cafe,-36.8736748,174.6693339,"4/624 Rosebank Road, Avondale, Auckland 1026, New Zealand","bakery,cafe,establishment,food,point_of_interest,restaurant,store",5.0,1.0,+64 9 820 3638,,True,grid_classic_tourist_attraction,restaurant
ChIJvRjeoChBDW0RDKuATp3TrVg,Columbus Coffee,-36.8824977,174.6795886,"391 Rosebank Road, Avondale, Auckland 1026, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.1,185.0,+64 9 828 0344,http://www.columbuscoffee.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJEQkdrQ5BDW0ReGsPmFXbARs,Lai Yuen Takeaways,-36.8926032,174.6532703,"Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.5,101.0,+64 9 818 4947,,True,grid_classic_tourist_attraction,restaurant
ChIJ30lN_d1ADW0RZQ44Ii8ge6o,The Lunch Bar,-36.8721964,174.66944,"648 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",2.0,3.0,,,False,grid_classic_tourist_attraction,restaurant
ChIJ24zogF1BDW0Rp31z3jiACxg,Shiv Fast foods,-36.8715464,174.6663016,"32 Patiki Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",,,,,False,grid_classic_tourist_attraction,restaurant
ChIJaWX6RQhBDW0Rq2s09198czE,Thornlow Takeaways,-36.889577,174.649625,"1 Thornlow Street, Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.4,129.0,+64 9 837 0121,https://lunchtime.co.nz/thornlow-takeaways-auckland/menu/,True,grid_classic_tourist_attraction,restaurant
ChIJ7-amUgNBDW0RM7zq7OeQM6g,Crew cleaner,-36.89248389999999,174.6501747,"8B Karo Place, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",,,+64 210 869 6185,,True,grid_classic_tourist_attraction,restaurant
ChIJHy8FGABBDW0RU8plNh0JcPk,Ann’s Kitchen,-36.892992,174.649772,"50 Felgrove Street, Glendene, Auckland 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",,,,,False,grid_classic_tourist_attraction,restaurant
ChIJu2S-JoBBDW0RKxx9M3M28pM,CAGO VIETNAMESE CUISINE,-36.8868734,174.644651,"6/4343 Great North Road, Glendene, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",4.8,86.0,+64 27 613 3270,https://cago-vietnamese-cuisine-glendene.tuckerfox.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJeWKhnAZBDW0R5N0Mn7NdOLE,Glendene Bakery Lunch Bar,-36.886643,174.6444759,"4353 Great North Road, Glendene, Auckland 0602, New Zealand","bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.3,71.0,+64 21 109 9399,https://www.facebook.com/Glendene-Bakery-Lunch-Bar-105491217792286,True,grid_classic_tourist_attraction,restaurant
ChIJBcDP90dBDW0RD9RzAt2zGlc,HunchMunch,-36.8863554,174.6441092,"236 Great North Road, Glendene, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.8,204.0,+64 9 835 2616,https://hunchmunch.co.nz/FdcT,True,grid_classic_tourist_attraction,restaurant
ChIJfXdVj6RBDW0RidMG1WfPARk,Beach Pizza Glendene - Pizza Shop - Takeaway Pizza,-36.886297,174.6440883,"238A Great North Road, Glendene, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.4,92.0,+64 9 837 3786,https://beachpizzaglendene.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJ4wJ5l6hBDW0RdsrmqAbbZzk,Glendene Roast,-36.8866535,174.644157,"222 Great North Road, Glendene, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.8,81.0,+64 9 836 9960,,True,grid_classic_tourist_attraction,restaurant
ChIJ8RBho0lBDW0RZIfqDg5qXL0,mr butter chicken,-36.8863053,174.6440877,"238 Great North Road, Glendene, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.3,3.0,+64 9 837 3786,https://mrbutterchicken.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJPb-1EXxBDW0RHKuKMW3DVOw,Fried Chicken Headquarters,-36.8861936,174.6440661,"240B Great North Road, Henderson, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.1,205.0,+64 9 282 0326,https://friedchickhenheadquartersonline.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJlUfkDixBDW0RJCY2od1ovoc,Butter Chicken Place,-36.8863602,174.6440689,"234 Great North Road, Glendene, Auckland 0645, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,108.0,+64 9 835 0300,https://butterchickenplace.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJxUYvvqhBDW0RMF-UQuk4OiY,"Super Noodles, Ming Xing Fast Food",-36.8862531,174.6439645,"238B Great North Road, Glendene, Auckland 0612, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.3,89.0,+64 9 836 6239,,True,grid_classic_tourist_attraction,restaurant
ChIJ4dOEWw9BDW0RZOwgxJCyV_4,Torrance Herzog,-36.8872515,174.6441725,"202 Great North Road, Glendene, Auckland 0610, New Zealand","establishment,food,point_of_interest,restaurant",,,+60 11-6833 9236,https://sites.google.com/view/torrance-herzog/home,True,grid_classic_tourist_attraction,restaurant
ChIJNdWPsfFBDW0RGpJP34yEC1A,Westie Bistro,-36.8871688,174.6441497,"202 Great North Road, Glendene, Auckland 0610, New Zealand","establishment,food,point_of_interest,restaurant",4.2,316.0,+64 9 837 3797,http://www.westiebistro.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJy01rgy5BDW0RDPeZC82NhsU,Sushi Ichiban,-36.885929,174.6842818,"277 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.0,48.0,+64 9 828 8022,,True,grid_classic_tourist_attraction,restaurant
ChIJBQQGgy5BDW0R6P64TN-1UZ4,SIGREE INDIAN BBQ (Opening Soon),-36.8859943,174.6843187,"277 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",,,,,False,grid_classic_tourist_attraction,restaurant
ChIJn8cNFmtBDW0RGWBvuCRaHFA,St Leonard Takeaways,-36.9004952,174.665354,"10 Saint Leonards Road, Kelston, Waitakere 0602, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.4,72.0,+64 9 818 1376,,True,grid_classic_tourist_attraction,restaurant
ChIJ_bw-di5BDW0Rwro6Rjv0RLs,Avondale Takeaways,-36.8873798,174.6846341,"1A Avondale Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.0,160.0,+64 9 828 9554,https://avondaletakeaways.tuckerfox.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJ69uMYFJBDW0R02q_4f4gySo,Momoinbike,-36.901159,174.660743,"4a Kelkirk Street, Kelston, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",,,+64 210 262 4636,,False,grid_classic_tourist_attraction,restaurant
ChIJa71yCFVADW0RtZNPxj6pT_E,Noodle Express,-36.8742092,174.6460067,"141 Te Atatu Road, Te Atatū South, Auckland 0610, New Zealand","establishment,food,point_of_interest,restaurant",4.1,64.0,+64 9 835 2688,,True,grid_classic_tourist_attraction,restaurant
ChIJkTvAB1VADW0RV5Qs13p0kvk,Te Atatu South Roast,-36.8741507,174.6459936,"141 Te Atatu Road, Te Atatū South, Auckland 0610, New Zealand","establishment,food,point_of_interest,restaurant",4.2,75.0,+64 9 836 3700,,True,grid_classic_tourist_attraction,restaurant
ChIJtSgUtRZBDW0R1g1Brv6Xm3I,Hidden Kusina Ltd,-36.8948724,174.6812028,"9 Blumhardt Place, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",,,+64 210 824 4665,,True,grid_classic_tourist_attraction,restaurant
ChIJ23FeqFVADW0R8Ozh4_SJUbM,Blue Lagoon Takeaways,-36.8739879,174.6459048,"145 Te Atatu Road, Te Atatū South, Auckland 0610, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.4,195.0,+64 9 838 9714,,True,grid_classic_tourist_attraction,restaurant
ChIJXRJdiD9BDW0RWLDsEdT80V8,Moe Palae' Myanmar Restaurant,-36.899806,174.6532786,"4161 Great North Road, Glen Eden, Auckland 0602, New Zealand","establishment,food,point_of_interest,restaurant",4.8,119.0,+64 9 650 1026,http://www.moepalaemyanmarrestaurant.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJe0YpQ-FGDW0RmNnn9syamko,Triniti of Silver Cafe,-36.8840549,174.7152048,"911 New North Road, Mount Albert, Auckland 1025, New Zealand","cafe,establishment,food,point_of_interest,restaurant,store",4.5,425.0,+64 9 815 8591,http://www.trinitiofsilver.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJRfv7gudGDW0RTuyaY4lhuvc,Sui Yuan BBQ Steamboat Restaurant (随园饭店）,-36.887844,174.7111968,"955 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",3.6,77.0,+64 9 849 5566,https://suiyuan.tuckerfox.co.nz/,False,grid_classic_tourist_attraction,restaurant
ChIJ4X0jTtBHDW0RVvR1ZJ8eb9w,Ruang Thong Thai Mt Albert,-36.88476290000001,174.7150121,"942 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.5,271.0,+64 9 846 7374,https://www.ruangthongthaimtalbert.com/,True,grid_classic_tourist_attraction,restaurant
ChIJz01WoyBHDW0RWzm94tgTs-I,Subway Unitec,-36.8800641,174.7076048,"Te Puna, Inside Unitec Main Library, Building 180 Gate 4/139 Carrington Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",3.4,101.0,+64 9 815 1311,http://www.subway.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJs1weIudGDW0REptdY9pUJ9E,Sam's Chicken,-36.8865392,174.7126294,"949 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",5.0,2.0,+64 9 845 2381,http://www.samschicken.com/,True,grid_classic_tourist_attraction,restaurant
ChIJ9Yi-YOFGDW0Ram8LEWySZuA,顺记湘菜 Shun Kee Restaurant,-36.8838215,174.7156269,"895 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.1,170.0,+64 9 846 4872,,True,grid_classic_tourist_attraction,restaurant
ChIJyRz-4ONGDW0R8Y6_-OyD-Ng,Shanghai Noodle House (吴胖子生煎）,-36.8840743,174.7160633,"898 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.3,164.0,+64 9 846 7274,,True,grid_classic_tourist_attraction,restaurant
ChIJvR0PUOFGDW0Rk6X-gWvmW1I,Mt Albert BBQ Noodle House,-36.8845696,174.7152573,"930 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.2,1784.0,+64 9 815 3228,https://mmtea.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJUXyl4ONGDW0Rd6ex9RYX1ag,Burger Wisconsin,-36.8839553,174.7161694,"892 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.1,143.0,+64 9 849 8120,http://www.burgerwisconsin.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJlxVZM-FGDW0RXg5BAKQL3Oo,Pizza Hut,-36.8851195,174.7142577,"943 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",3.7,418.0,+64 9 963 7570,https://www.pizzahut.co.nz/home?utm_source=organic&utm_medium=google-my-business&utm_campaign=5810,True,grid_classic_tourist_attraction,restaurant
ChIJwXn1oSJHDW0RIulyHocsKFg,Nomad,-36.870219,174.710305,"5 Point Chevalier Road, Point Chevalier, Auckland 1022, New Zealand","bar,establishment,food,point_of_interest,restaurant",4.4,736.0,+64 9 815 9595,http://www.nomadrestaurant.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJzzdtdBhHDW0RZ2bgbLdKZhI,Sweet Chilli,-36.8706502,174.7110613,"1200 Great North Road, Point Chevalier, Auckland 1022, New Zealand","establishment,food,point_of_interest,restaurant",4.6,320.0,+64 9 849 6662,https://www.sweetchilli.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJZ_OYcxhHDW0R2l5nJFAcmkU,Pita Pit Point Chevalier,-36.8704134,174.7110027,"1194 Great North Road, Point Chevalier, Auckland 1022, New Zealand","establishment,food,point_of_interest,restaurant",4.3,100.0,+64 9 845 4738,https://www.pitapit.co.nz/menu?location=Pt.+Chevalier&utm_source=google&utm_medium=GBP,True,grid_classic_tourist_attraction,restaurant
ChIJA4YHRuFGDW0R5SnTMpfOVtc,HELL Pizza,-36.88464889999999,174.7147038,"927 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",4.0,194.0,+64 9 845 5666,http://order.hellpizza.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJxeqYVwBHDW0RAxbQm3UQ3ig,Timmur Nepalese & Indian Cuisine(Timur),-36.8915628,174.6962784,"4/1784 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.8,1167.0,+64 9 948 0807,https://timmur.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJx_chUFRHDW0RZaWP6WHtECc,Tonight BBQ金夜烧烤,-36.8918427,174.6960911,"1790A Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.5,154.0,+64 274 177 777,https://tonightbbq.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJq6Jvct9GDW0R1TVpCIXt-q0,Nuri & Maru,-36.8806276,174.707439,"139 Carrington Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.9,15.0,+64 9 846 8251,,True,grid_classic_tourist_attraction,restaurant
ChIJPWKdwc5GDW0RDe6itiMksn0,Green Jade Takeaways,-36.8939372,174.6965587,"1846 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.2,556.0,+64 9 828 8919,https://greenjadetakeaways.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJZ8yLXkxHDW0R-oG_184Jzxc,Ol'Mate Avondale,-36.8941719,174.6962062,"1855 Great North Road, Avondale, Auckland 1026, New Zealand","bakery,cafe,establishment,food,point_of_interest,restaurant,store",5.0,79.0,,https://www.facebook.com/ol.mate.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJfy2y3rJHDW0RB3STWzXH69g,Indigo Restaurant,-36.894338,174.6963389,"1863 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.1,289.0,+64 22 045 7209,https://indigofood.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJwRjCAJRHDW0RZFeYOV_gbMo,Burnt Butter Diner,-36.8946419,174.6969425,"62 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.8,288.0,,https://www.instagram.com/burntbutter_nz/?hl=en,True,grid_classic_tourist_attraction,restaurant
ChIJN_vNts5GDW0Rg1Hl1lczKVk,Pignic Takeaway,-36.8946231,174.6959759,"78 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",,,,,False,grid_classic_tourist_attraction,restaurant
ChIJ3Rfk3xVHDW0RZjvR-Y2Ms-8,Kebarb King,-36.8946574,174.6959592,"76 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",,,,,False,grid_classic_tourist_attraction,restaurant
ChIJkUwb2s5HDW0RztVQvmB4fAw,Deesha Foods Mount Albert,-36.8848936,174.7104322,"41 Woodward Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",5.0,7.0,+64 27 555 0091,,False,grid_classic_tourist_attraction,restaurant
ChIJ3-vT0mhHDW0R44E1apCvBsI,The Five,-36.8947768,174.697793,"48 Rosebank Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",5.0,2.0,,,True,grid_classic_tourist_attraction,restaurant
ChIJO94BAypHDW0RjGW2KYtvmP0,Baby G Burger,-36.8947974,174.696434,"1879 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.7,320.0,,https://instagram.com/babygburger?igshid=MWZjMTM2ODFkZg==,True,grid_classic_tourist_attraction,restaurant
ChIJJQKCrhtHDW0ROUYWJ7HTIkw,Totally Chicken Avondale,-36.8948328,174.6956246,"Unit 3/2 Elm Street, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.3,218.0,+64 9 948 3603,,True,grid_classic_tourist_attraction,restaurant
ChIJ-1arMslGDW0RzUz5PzzBO-g,Golden Sun Takeaways,-36.8951253,174.6969176,"1896 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.4,33.0,+64 9 828 3680,,True,grid_classic_tourist_attraction,restaurant
ChIJ-3GlNMlGDW0RBd2zqb5KCUM,Diamond Cafe & Takeaway,-36.895154,174.6965775,"1887 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.9,15.0,+64 9 828 0138,,True,grid_classic_tourist_attraction,restaurant
ChIJ70mh0s5GDW0RS_c62XycYZs,Ulutoa & Sons,-36.89518380000001,174.6968543,"Avondale, Auckland 1026, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",3.7,105.0,+64 9 828 0499,,True,grid_classic_tourist_attraction,restaurant
ChIJV6l6M8lGDW0RXTJW4n_Cmos,Polynesian Food Takeaway,-36.895222,174.6965969,"1891 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",3.6,76.0,+64 9 820 0517,http://polynesian-takeaway.edan.io/,True,grid_classic_tourist_attraction,restaurant
ChIJJ4MTp_hHDW0RkzFcQf59pog,Frat’s Pizza,-36.8892924,174.7100107,"1089 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.7,292.0,+64 9 948 0399,http://www.frats.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJW2xHv8RHDW0RmEkYuRJyXJk,wildbean cafe,-36.8882645,174.7106003,"975 New North Road, Mount Albert, Auckland 1025, New Zealand","bakery,cafe,establishment,food,point_of_interest,restaurant,store",5.0,6.0,+64 9 815 4540,https://www.bp.com/en_nz/new-zealand/home.html,True,grid_classic_tourist_attraction,restaurant
ChIJGXY4futBDW0RWGCgqCGR3nI,Banh Mi Delight,-36.89580979999999,174.6964893,"1907 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.7,143.0,+64 22 560 2049,https://banhmidelight-avondale.tuckerfox.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJs1weIudGDW0RbdQ-gI5wV8s,TASTY DUMPLING,-36.8863522,174.7127615,"949 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.3,69.0,+64 9 846 9789,,True,grid_classic_tourist_attraction,restaurant
ChIJ494zuiRHDW0Rzuh3VVPCFqU,HomeCooked Family Bistro,-36.88771819999999,174.7113494,"8/955 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",4.3,97.0,+64 9 217 1955,http://homecooked.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJyyOIf45HDW0R6QZ2PKj6-5c,Kebab on Wheels,-36.88736919999999,174.7116526,"955 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,meal_takeaway,point_of_interest,restaurant",4.3,109.0,+64 210 236 2385,https://www.ordermeal.co.nz/kebab-on-wheels-mount-albert/,True,grid_classic_tourist_attraction,restaurant
ChIJjeEjsnRHDW0RTMXB6Tpid1Q,MIE Angks4,-36.8873584,174.7116774,"955 New North Road, Mount Albert, Auckland 1025, New Zealand","establishment,food,point_of_interest,restaurant",,,+64 210 282 5734,,True,grid_classic_tourist_attraction,restaurant
ChIJWZ43yPlHDW0R_H8NVgCYyFE,EAT LOVE REPEAT AVONDALE,-36.896279,174.7007553,"127 Blockhouse Bay Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.9,68.0,+64 22 039 5034,https://eatloverepeat.co.nz/,True,grid_classic_tourist_attraction,restaurant
ChIJTa97BslGDW0Rnx-kK1NSjUc,The Yacht Chinese Restaurant,-36.8978488,174.6967869,"2023 Great North Road, Avondale, Auckland 1026, New Zealand","establishment,food,point_of_interest,restaurant",4.0,615.0,+64 9 820 8638,https://yachtrestaurant.co.nz/,True,grid_classic_tourist_attraction,restaurant
