place_id,author_name,rating,text,time,relative_time,language,review_id
ChIJdZdSYspNDW0RlaZ3g6poVGs,Jim Jones,1,"Very nice complex with delightful businesses and mostly happy and convenient people . I've always enjoyed shopping here as it is my local shopping center.  Unfortunately I was wrongly accused and tresspassed for assaulting a staff member which almost made me blow my top. I'm not to sure who is in control of this premises but I'll make it very clear to you that I have been nothing but a good citizen and have served the ormiston community in ways that benefit the environment and social awareness. Unfortunately this is one of the most inconvenient , inappropriate and unprofessional behaviour I have witnessed in our society within auckland so far and I'm not impressed what so ever. I will investigate red badge and the operation of this premises further . Beware of throwing wild accusations as this could lead to an unwanted response and could lead to someone getting hurt if this behaviour continues all it takes is for your security to accuse the wrong person and the reaction may not be as kind and compliant as my own , just a friendly reminder for your security , doesnt matter what size they are those accusations could lead to serious consequence. Terrible",1754845541,in the last week,en,264bf53e709e42b6cd0875b5
ChIJdZdSYspNDW0RlaZ3g6poVGs,Therick Ram,5,"Reasonably new shopping centre, clean, cinema available, easy parking, New World and Pak n Save available, highly recommended, plenty of eateries and pubs as well",1744678662,4 months ago,en,2458a5acac943759976becd8
ChIJic3EJJBFDW0RkN5c63_-Vo8,Bhavi Sharma,5,Product arrived in a decent timeframe and was same as looked in the picture online. The quality of material is also great. Lots of varieties at a reasonable prices. Highly recommended online store for elegant Indian fashion boutique.,1741428322,5 months ago,en,8ba8e3fb9baadcd53f5856ff
ChIJic3EJJBFDW0RkN5c63_-Vo8,Pravin Patel,5,Amazing embroidery work and detail. Very happy with the outfit,1741461870,5 months ago,en,7a53547586891ae2c59d733b
ChIJic3EJJBFDW0RkN5c63_-Vo8,Dee Prints,5,Perfect in every way! Highly recommend Lehera Fashions,1741423806,5 months ago,en,66004c612ca44459a01eea9a
ChIJic3EJJBFDW0RkN5c63_-Vo8,Pitter Smith,5,Best cloth shopping website,1739293920,6 months ago,en,16abd9c312969c4049ae063a
ChIJb33g37tODW0RtRrSkuCBTow,Bethel McDivitt,1,Shop was closed. Was supposed to be open till 1pm,1751072655,a month ago,en,0bf72ee31964ac7817f6addc
ChIJb33g37tODW0RtRrSkuCBTow,Nadine Sanders,2,"Strange experience, nice young man tho",1522309972,7 years ago,en,ea802997863134c985086800
ChIJb33g37tODW0RtRrSkuCBTow,Darkhorse,5,Friendly service 👍,1684062687,2 years ago,en,e50bb929c4512eea907dae03
ChIJb33g37tODW0RtRrSkuCBTow,Chris Arambepola,5,,1734931064,7 months ago,,db8c77272b487beec12c38e7
ChIJb33g37tODW0RtRrSkuCBTow,Ronald Cole,5,,1713629557,a year ago,,49674f74e8180178397cb21c
ChIJBbu1zHxPDW0RnQX-nkoOZ-Y,Raneeta's LF,5,"Its the best place to be, great community and selections of store means you will find what you need whether its food, clothing, kitchenware and even a furniture place. The food places are amazing and reflects the different community that make up otahuhu.",1634087611,3 years ago,en,5070202b6f5450e3c90a2bc6
ChIJBbu1zHxPDW0RnQX-nkoOZ-Y,Mo Heketoa,4,"Heaps of Bargain discount shops mixed with Polynesian Clothing shops ,always a busy Main Rd,parking can be hard but overall a good selection of retail & food shops",1741682466,5 months ago,en,8ebe08642c71af0e1fed52b5
ChIJBbu1zHxPDW0RnQX-nkoOZ-Y,Rachel (Wissle),4,"Different and alot of stores to visit. Ranging from post shop to pacific island stores, 2dollar stores and general retail. Definitely check out what otahuhu has to offer!! Can be crowded for parking in the afternoons, lots of stores on the main street, great south also check out otahuhu food court!! Delicious food.
Bus station is available and handy nearby.
Can be a few rowdy or incompetent people around, not overly a clean area. Tbh.. apart from that the atmosphere is always busy",1704678009,a year ago,en,e60577799dc195f5023d4774
ChIJBbu1zHxPDW0RnQX-nkoOZ-Y,Christina Stinson,5,This is a cool place to have a Polynesian-style shopping experience! Loved the island print fabrics- clothes are reasonably priced and can be made to measure. If you've never been to the islands before -you need to pop in here !,1729538314,9 months ago,en,0ca73ebed0f330b9546593de
ChIJBbu1zHxPDW0RnQX-nkoOZ-Y,Losaline Ngungutau,3,Great stuff. Just too crowded with slot of stuff op top of another. But great stuff. Ot of the stores were chineseade in China stuff if your in to that kind of thing. Loved all polynesian stored tho,1733185678,8 months ago,en,f36a76260bd537a9fcc24d07
ChIJI2c6wTNJDW0RybNb0VvrtbQ,Shawn Signal,5,"Huntley was real good to deal with the team went above and beyond. When we hired the shoring. They were very accommodating.
Highly recommend this team.",1748414420,2 months ago,en,2563984f9a2eddb8018d9724
ChIJI2c6wTNJDW0RybNb0VvrtbQ,Michael Healey,5,"Top team, have been dealing with Mike, he goes well and truly above. Great products and awesome service.",1746518402,3 months ago,en,1d665aad9dace30abba24270
ChIJI2c6wTNJDW0RybNb0VvrtbQ,randall gerrand,5,Excellent service no hassles quick delivery,1754358607,a week ago,en,f3ed4bd98ba4a7b1b5703181
ChIJI2c6wTNJDW0RybNb0VvrtbQ,Sean Cure,5,"Bought a slim headlight from Mike 2 years ago, it has been super durable, from getting soaked everyday to getting run over by a bus (accidentally) still works just as good. Very happy with that purchase. Highly recommend",1724797760,11 months ago,en,e5479335742059b0aca76375
ChIJI2c6wTNJDW0RybNb0VvrtbQ,Oliver Murray,5,Good range of top quality products available. Excellent customer service. Always keeping you updated every step of the way. Thanks,1726437927,11 months ago,en,5a3302e630dbef0e8c9ef1fc
ChIJ6R04q4ZLDW0RSohxuO2avsY,Ellis Ost,4,"So happy to have found this spot — perfect for anyone hunting for decent quality kitchenware! If you’re looking for Chinese household items or cooking tools, this place is definitely worth checking out.

They’ve got a little bit of everything: a food court with various options, a supermarket, and rows of small shops selling all kinds of stuff.",1752225067,a month ago,en,5d36026fb648c978aec09a9f
ChIJ6R04q4ZLDW0RSohxuO2avsY,Harry Low,4,"This is a medium sized Food Court which has a few regional Chinese food, Vietnamese food and a Malaysian food stall 'KL Kitchen'

Food quality is pretty good & portions are fairly generous vis-a-vis the prices

On a saturday lunch time when we were there, it was moderately crowded.",1743821710,4 months ago,en,1adc97871357a46923c27b50
ChIJ6R04q4ZLDW0RSohxuO2avsY,Tammy-Jade Collymore,5,"I visited this warehouse-style complex to find an outfit for my 4-year-old to celebrate Chinese New Year at school. It’s not a traditional Chinatown like you’d see in other countries, but it has a variety of Chinese shops offering traditional wear and other hard-to-find items that you won’t typically find in Auckland malls or variety stores. It serves its purpose well and fills a unique niche. Plus, there’s plenty of parking, which makes shopping quick & easy.",1738378807,6 months ago,en,651ae19939ff0d7a820a9612
ChIJ6R04q4ZLDW0RSohxuO2avsY,Amanda Hausi,4,"This place is a curious blend. The food court earns high marks for its variety of authentic, budget-friendly Asian dishes—better than most suburban malls. But the rest of the mall feels tired, with many empty shops and a bland atmosphere. Worth visiting for the food, but don’t expect a lively Chinatown vibe.",1753263931,3 weeks ago,en,0fed7507e77db5d48a16e5f7
ChIJ6R04q4ZLDW0RSohxuO2avsY,Winning Holiday,4,"Great place to buy Chinese things!
Chinatown in Auckland is a very good place to buy Chinese food, snacks, and other items. You can find noodles, dumplings, sauces, and many other tasty things.

The prices are good and there are many choices. The people who work there are nice and helpful. I like going there when I want to cook Chinese food or try something new.",1744699795,4 months ago,en,5fe2d3e9c5165be27e09974f
ChIJhUOcTH1LDW0RlPifavN7ro8,Joss Bsons,3,Getting your oil changed is a breeze when it's done by Oilchanger—they make the process simple and hassle-free.,1752791769,3 weeks ago,en,fba603219b0613529a8619a2
ChIJhUOcTH1LDW0RlPifavN7ro8,Franjo Strajnar,5,There are various shops around including  asian supermarket. We like selection of fresh meat.,1754569109,in the last week,en,770c257f398fc01df1bbaf1b
ChIJhUOcTH1LDW0RlPifavN7ro8,Saag Lem,5,Done my WOF here. Best price in ALL of Auckland. Friendly staff and quick to respond to a customer's needs. Cheers,1745315398,3 months ago,en,7de69c43d7a69fc3293f713a
ChIJhUOcTH1LDW0RlPifavN7ro8,Mr E,2,Prices increased 25% for all services. 83 for a warrant now. I seen they charge 48 for a fluid check too. Won't be returning to vtnz ever again it was good in Wellington but this Botany one is way more expensive. Lots of mechanics around still doing 60 dollar warrants. No need to overpay here,1722719454,a year ago,en,1bffcef6cd8ed4046819280d
ChIJhUOcTH1LDW0RlPifavN7ro8,I Veronica M,3,I love the old shops early settlers etc but they have a new supermarket that's made the complex area messy and untidy.  Looks like they need to clean up after each day to bring the cleanliness up,1704247995,a year ago,en,507722daf764be14972dcbb9
ChIJy5rlU5JMDW0RCSJyJkqladw,Hamilton L,4,"Chapel Road Village in Flat Bush offers a variety of shops and services, making it a convenient spot for locals. While the selection is good, the complex can get busy during peak hours, leading to limited parking. Overall, it's a handy place for everyday needs.",1739980816,5 months ago,en,3fd19b37e5f94e957b168f0b
ChIJy5rlU5JMDW0RCSJyJkqladw,W Leith,4,"Convenient place to shop, food meat, dairy, etc.",1743128381,4 months ago,en,f60babb03cd9b5df768ee183
ChIJy5rlU5JMDW0RCSJyJkqladw,Richie,5,"Yes, been here to get some raw Pulses for our cooking style and some Liqour.
Visit was worth it and everything was so quick and so good to deal with.",1747007880,3 months ago,en,a72985a8f3970c04e72e852e
ChIJy5rlU5JMDW0RCSJyJkqladw,Young Natano,1,"Bakery great pies, and they also have crispy creme style donuts yum. Indian shop there is good as well. The dairy, well, that's where I gave ot a 1 star. Everything in this dairy is way over priced it's like double the price you are paying, then anywhere else.  Bakery and the Indian shop at the end are fantastic",1712972061,a year ago,en,fcbe84834aa506d89ab8a740
ChIJy5rlU5JMDW0RCSJyJkqladw,Kumaran Govender,5,"This establishment makes the best doughnuts, ja no seriously, we buy every Saturday (well almost). I'm sure Homer will gladly agree .",1726999505,10 months ago,en,25b42995474e48fe0180363a
ChIJUfmAbG9BDW0R4RCtphwZ6N0,Marie Young,5,"Cathy and her team are always so helpful and friendly to my mum.
Mum always gets a great haircut and blow waves.fabulous.xx",1751056277,a month ago,en,6abee98a6255c73debd56594
ChIJUfmAbG9BDW0R4RCtphwZ6N0,Nina Ash,5,Absolutely the best hair dresser in town.amazing customer services.ive been there for the 3rd time and again a awesome job on my hair.walk in with a messy hair come out looking like a queen.ill be back soon girl's.🥰,1747354600,3 months ago,en,e452241b0ea00112b50b573f
ChIJUfmAbG9BDW0R4RCtphwZ6N0,Tarrah Salt,5,Katie does the best brow shape and tint. All friendly welcoming staff.,1753176132,3 weeks ago,en,500525b2fc3942951a614dde
ChIJUfmAbG9BDW0R4RCtphwZ6N0,Renee Luke,5,"Professional service, friendly staff, clean salon, highly recommend especially for beauty treatments.",1750301331,a month ago,en,62a32291273ab3afcd8964aa
ChIJUfmAbG9BDW0R4RCtphwZ6N0,Elise McClennan,5,"I have been going to get my hair cut with Cathy and her girls for over 30 years now. Great, no fuss, easy conversation and knows what I like and does not push product. Uses her studio to house cool items and raffles which give back to the community.",1722251642,a year ago,en,a95d505de750c81ad013df76
ChIJ_QRgoYhGDW0Rz963HMMh3HA,Yusra,5,Kind and helpful owner! Very affordable prices,1754699053,in the last week,en,c953e4ab726af91190ba6a5d
ChIJ_QRgoYhGDW0Rz963HMMh3HA,Lauren C,5,"Great selection of spices, pre-packaged bags and also containers to select your own amount. Indian groceries, rice, flour,milk, bread, eggs, some fruit and veges available too. Good shop. The man working there is always friendly and helpful.",1724904295,11 months ago,en,dea329f9f8ef1908004e7723
ChIJ_QRgoYhGDW0Rz963HMMh3HA,Shweta Shah,1,Rude behaviour by owner . Went to buy a milk and I took with expiring in 10days and they do have which is expiring in 7 days but that my choice which one to get. The guy answered me rudely. Bad experience.,1730234627,9 months ago,en,101db2f5c930237cb409b474
ChIJ_QRgoYhGDW0Rz963HMMh3HA,VintageFurniture Revivals Delna,3,Going for years Uncle & sons are all very good,1728262830,10 months ago,en,314c1c9988c725fcc815e519
ChIJ_QRgoYhGDW0Rz963HMMh3HA,Charles Misquitta,4,Good Selection of Indian spices and groceries. the owner is a very decent and humble guy. Very close to home and also has Arabic bread and indian roti for sale.,1638912869,3 years ago,en,713dcc5a05e81546f3aed055
ChIJ0-4gpPJGDW0RUY3nD0-Pn1k,Colin Ward (Rata),5,"This is a very nice center. There are not too many businesses here.  I have been here a couple of times to the Roti Shop
But lately, to the Stoddard Road Physio Center. The Physio is very nice with very good Doctors.",1752656754,4 weeks ago,en,9f9435e53878a50e2c7ec610
ChIJ0-4gpPJGDW0RUY3nD0-Pn1k,Jayshree Dastracey,4,It's get scary on the steps but alright. Some shops and eatery nothing to rave about. Best shop is  Sona Sankar and the vault is great.,1742248505,4 months ago,en,f106d85d4331851ab0487a46
ChIJ0-4gpPJGDW0RUY3nD0-Pn1k,Amandeep Kaur,1,"The parking ticket , these guys are scum , I was at Jetts and came out before 2 hours but still got parking ticket . Please dont come here",1739409683,6 months ago,en,ec82f352706d047327c85ee8
ChIJ0-4gpPJGDW0RUY3nD0-Pn1k,Joy Biswas,4,"Not very big, a small place but having some very good Asian costume shops, one gold shop and few  very nice restaurants. Plenty car park down there.",1728418146,10 months ago,en,1294f9e55f7e38ea59e7e62d
ChIJ0-4gpPJGDW0RUY3nD0-Pn1k,Aleece Monkman,1,"Absolutely shocking parking situation. Be careful when parking here especially when going to the jetts gym. One minute over the two hour limit and they will send you a ""parking ticket"" with a flat rate of $65 that they hire a third party to enforce and get your details from NZTA. They take photos of your vehicle coming in and coming out of the parking lot. Extremely greedy and scummy.",1682129411,2 years ago,en,426d040790db1dba9b4801b9
ChIJ6_mMTKZIDW0RNVRjqWWS-9s,JINNY LEE,5,"I came across Hong Gil-dong Tours while looking into North Island tours when my relatives and friends were traveling from Korea.
I inquired to compare prices with other places, but the staff was so friendly and kind that I made a reservation without looking elsewhere.
Because the first impression is good
The guide who accompanied us, Shin, was also very knowledgeable about New Zealand's overall history and witty remarks, so we were never bored during the entire trip. The 4-day, 3-night trip to the North Island was also great.
Even though I live in New Zealand, I am so grateful to Hong Gil-dong, the tour manager, and the staff who made me feel the joy of traveling again.

Next time my in-laws come to Korea, please ask.",1744791171,3 months ago,en-US,efc2f23a309db8d8bd950f09
ChIJy3yGhBNGDW0R2MvE2Rzw-bM,Phoebe Sao,2,"Needs an upgrade, the outside still smells like urine. There was vomit on the floor. This place is so run down I don't know how it's still open.",1751187862,a month ago,en,c0f67a791d0fa9a09567fbda
ChIJy3yGhBNGDW0R2MvE2Rzw-bM,Pramesh Sundarjee,5,Top class service and excellent staff.,1747207163,3 months ago,en,be1b36740d555f79dacb6807
ChIJy3yGhBNGDW0R2MvE2Rzw-bM,Miss Chef's Kitchen,5,Nice experience. Good ambiance. Friendly staff.,1698719297,a year ago,en,b48e9116a2f33f686f9f0960
ChIJy3yGhBNGDW0R2MvE2Rzw-bM,Jeanpaul Garnier,1,"having been there yet,but it should be imminent,kiora",1746642861,3 months ago,en,e90aaad285129c60f3606ae4
ChIJy3yGhBNGDW0R2MvE2Rzw-bM,Aakash Virdi,1,"If possible to give minus 5 rating I would have given to this clinic. No wonder why they got such a low google ratings. If you want to be treated with respect and dignity and feel cared about, please do not come here!! The attitude of the receptionist name ""Mia"" is extremely rude even she doesn't know how to speak politely or (use please/thank you) with patients. The way she behaves, it feels like we have been living in the third world country, not in NZ. That behavior of Mia was literally racial.

I was the one who wrote a huge essay with 5 star Google ratings a couple of years ago, and now it's a total flip.

I never expected that I'll change my review here but thumbs down because of her 👎",1708806004,a year ago,en,0a059f714a7b246a3e8b1e45
ChIJmSUeXLJIDW0RIB3IrX3taHU,V C,5,"The Adidas store in Onehunga offers a fantastic shopping experience for anyone looking for quality sportswear at great prices. Located in the heart of the Onehunga Dress Smart outlet precinct, the store is spacious, well-organised, and easy to navigate. From the moment you step inside, the clean layout and clear signage make browsing a breeze. The store carries a wide range of Adidas products, including performance gear, casual streetwear, sneakers, and accessories for men, women, and kids. Whether you’re after running shoes, training clothes, or lifestyle pieces from the Adidas Originals collection, there’s something for everyone.

One of the biggest draws of this location is the pricing. As an outlet store, there are regular discounts and deals across the entire range, with some items marked down significantly from their retail prices. It’s a great place to score high-quality Adidas gear without breaking the bank. The stock turnover is frequent too, so there’s always something new to check out on each visit.

Customer service at the Onehunga store is consistently strong. The staff are friendly, knowledgeable, and always willing to help with sizing, availability, or product advice. They strike a good balance between being helpful and letting you browse in peace. The fitting rooms are clean and spacious, and the checkout process is fast and efficient—even when the store gets busy on weekends.

Overall, the Adidas Onehunga store is well worth visiting, whether you’re a die-hard Adidas fan or just looking for a good deal on top-quality sportswear. With its strong product range, outlet pricing, and excellent service, it’s one of the best stops for athletic wear in the Auckland area.",1751530972,a month ago,en,3b6ee437ab7e0d00291707ff
ChIJmSUeXLJIDW0RIB3IrX3taHU,sneha maharajan,5,"They had very special deals in the outlet. We are searching for running shoes for my kids, do visit many websites and stores. I could not believe myself that we bought 2 pair of shoes even better prize in the store compared to online and most importantly @ the range of 50 $. They do have lot of apparels in the shop, and the sale is going on..",1753564608,2 weeks ago,en,8e89b0138407d14f054eb075
ChIJmSUeXLJIDW0RIB3IrX3taHU,Carol Medina,1,"It is very unfortunate to have complained for only 39 dollars. But worst of all, it is not just 39 dollars. Add the return ticket I had to pay for today, June 19, claim that I was charged twice and did not want to help. I requested an email but they refused to provide it to me. I do not know by what other means to send you the proof that I was charged twice and that I have to go and show you once again that the bank did not give me anything back. They put a lot of emphasis on it, but Nooooo is still my account the same. Do you know that people are going to the outlets to buy cheaper? I mean, I bought it on June 18, I went to June 19 today and I should come back? If they do not like to serve their clients, I recommend changing jobs. I also find it hard to earn a living to tell adults what they should and should not do. I do not know what they believe. I even asked them for the names of those who attended me, and they did not want to give it to me either. Same on the bill, says Tracey. I guess Tracey was the one who attended me on the 18th and today the 19th I do not know, it must be a state secret.",1750314494,a month ago,en,6eee00fe7378989bdb02d3c9
ChIJmSUeXLJIDW0RIB3IrX3taHU,Guinevere Hugo,5,Josh helped us pick out a pair of gym shoes. He was fantastic. My husband loves his shoes. And Josh’s customer service was nothing short of amazing. He was kind and genuine.,1748564925,2 months ago,en,7c91067c74e0f0bdd6737f19
ChIJmSUeXLJIDW0RIB3IrX3taHU,Frances Brock,5,Good selection for an Outlet store. Staff are so friendly and helpful! Bring extra hands to carry your bargains.,1735773360,7 months ago,en,4d375bb58deaa45fcb665fd5
ChIJS_-80UdJDW0RAVGCfFNcWgo,Paul Martin,3,Itll be a shame to see Torpedo7 go. Only Torpedo7 clearance gear at a sale price. Bit of a wasted trip tbh.,1743729123,4 months ago,en,614f52159d5fac03b81f3459
ChIJS_-80UdJDW0RAVGCfFNcWgo,Darren Hurford,3,"It's a bit chaotic at best, lots of shops but meah💁‍♂️",1752987700,3 weeks ago,en,ddf99e2459b84c5400ee70a1
ChIJS_-80UdJDW0RAVGCfFNcWgo,Julie Harris,4,"Wasn't overly busy, great atmosphere",1746094005,3 months ago,en,af9754fa35b06a30de7cb115
ChIJS_-80UdJDW0RAVGCfFNcWgo,Donna Streeton,5,Ample parking.  Makes shopping easier,1750810118,a month ago,en,4b6bc2375dcb4707a3d80a34
ChIJS_-80UdJDW0RAVGCfFNcWgo,Cheri Andrews,5,Nice place if you're after something particular.,1740125294,5 months ago,en,423497f24a45002436f85e43
ChIJS_-80UdJDW0RT2Tg9yXE8fs,Gordon Finlay,5,,1662130835,2 years ago,,e01b88cd156f5209fb05b9fb
ChIJS_-80UdJDW0RT2Tg9yXE8fs,SAC Hotel,4,,1656117808,3 years ago,,6b7477020a627da81df17e4a
ChIJS_-80UdJDW0RT2Tg9yXE8fs,Matthew Huggins,5,,1632633949,3 years ago,,a1fc669ad6100f0efd8f22c8
ChIJ2YxMszFLDW0RXc9zIlvgsVI,Tracy Allen,1,"Avoid the Burger Fuel, worst service ever. 30mins for two burgers and fries not even busy. The person making the burger had no gloves on would then serve at the till touching everything then go back to the burger. Motorbites cooked to the max Kumura fries cooked to long. 2 staff on maybe need more. Only a Monday so not a busy night. Tried to call the store no answer.",1657516799,3 years ago,en,f4dcaf2665d9e1f1db49be8d
ChIJ2YxMszFLDW0RXc9zIlvgsVI,Leyton Hackney,5,Nice wee plaza. Good selection of takeaways and the friendliest Burger Fuel around.,1725248103,11 months ago,en,2fe3566a863ab949665b5a4a
ChIJ2YxMszFLDW0RXc9zIlvgsVI,Jonathan Aitken,5,"The Thai and Malaysian restaurants are well priced and the Kai is good. There's a Burger Fuel too, bit of a shame the Asian grocery shop is now a discount chemist place.",1651705173,3 years ago,en,bf2232a8ea4dd71425f510cf
ChIJ2YxMszFLDW0RXc9zIlvgsVI,Benedict Uy,4,Nice place to stop by if you're looking for something to eat. It's located across the road from Pakuranga Plaza so it is convenient for those heading East from the South Eastern Off Ramp. Plenty of options and there is also an Asian Supermarket,1530694182,7 years ago,en,da52b08a4dad1b066bee3b17
ChIJ2YxMszFLDW0RXc9zIlvgsVI,Nav Jote,3,"Good to see a chemist warehouse on the way home.
Else we would need to go to Botany.",1703714455,a year ago,en,345622b7cae87e941732d006
ChIJEfNoP-lLDW0RP3M8GBc79LQ,bhullar gurkirat,4,"Pakuranga Town Centre is a convenient local hub with a good mix of shops, services, and eateries. It’s not a massive mall, but you’ll find the essentials here—Countdown, The Warehouse, pharmacies, banks, and a variety of Asian food options, which are a real highlight.

Parking is usually easy to find, and everything is within walking distance. The centre has an older vibe compared to some newer malls, but it’s clean and functional. It’s perfect for quick errands or casual shopping without the crowds.

Would love to see a bit of a refresh or upgrade in the future to modernise the space, but overall, a handy community spot that serves its purpose well.",1753327691,2 weeks ago,en,06d451f92cf5b599d78eee9c
ChIJEfNoP-lLDW0RP3M8GBc79LQ,L C Dee,2,"How disappointing and sad to see the state of this Mall. The food court is literally empty except for Subway. Shops at that end of the Mall are empty and being used to store stock and furnishings for the Team Panda shop which has moved into the old Farmers store. It’s a complete eyesore seeing these shops used as warehouses. See photos below! What has happened to the standards of the old Pakaranga Mall? Is this really the future of the Mall we can expect to see going forward? Surely not!
The shops at other end of Mall by Supermarket take pride in their presentation thank goodness. 👏 ⭐️",1713782253,a year ago,en,afee83263e8190b659c0161d
ChIJEfNoP-lLDW0RP3M8GBc79LQ,adesh pal,3,This is very quiet place the mall inside of is half empty with just few shops open  most of the businesses inside is closed. But now a days the have a new mart opened which is very good and cheap buy you can find almost all necessities things for home decor at very good prices.,1709884903,a year ago,en,ec640696e4ced5e3a60e7150
ChIJEfNoP-lLDW0RP3M8GBc79LQ,Parmod Dutta,3,"Mall is bit quite, but still has some good stores",1747802934,2 months ago,en,04c03f30ef2c2731213290d4
ChIJEfNoP-lLDW0RP3M8GBc79LQ,Kev,1,"Sadly this place is in danger of becoming a abandoned place, and maybe become a subject for  ethusiasts like on Youtube.
Over Half of the place is closed up, the food court just has 1 or maybe 2 stalls left with woolworths and panda mart the only main players there.
With a new flyover been constructed to go over the plaza who knows what the future holds.",1751927209,a month ago,en,b96f91d268e881e3b0a13e23
ChIJvRlTeSBJDW0RrjK3rDy2XR0,Benedict Uy,4,A small courtyard area just off Pilkington Road. It has entrances to multiple busineeses as well as a carpark for the area. The place is close to the bus stop and has a playground and plenty of seating.,1644287495,3 years ago,en,30e08a4b373a949315c4b2df
ChIJvRlTeSBJDW0RrjK3rDy2XR0,David Smirk,4,,1712378746,a year ago,,51e20a03034271517891db2c
ChIJExZTv_JLDW0RVmdiNEYY6Y0,Angel Williams,5,"The bakery has very nice food, great pies, and all sorts of lovely sweet items. Their food is very tasty. I highly recommend this place..",1752208986,a month ago,en,6b029ace2398aa47a3ec4166
ChIJExZTv_JLDW0RVmdiNEYY6Y0,Hone Arohaina Tetopa Thorpe,5,"Great for a quick shop on the way home. Awesome bakery. Fantastic takeaway shop. Excellent dairy, bottle store and hairdressers.",1737867808,6 months ago,en,9df24ba96f7ddd13fe0b47d5
ChIJExZTv_JLDW0RVmdiNEYY6Y0,Mark Roland,5,"The Bottle store owner and dairy owners are very friendly/ welcoming and have specials on.
The take away is not bad but need to stipulate what fish you want or get served shark, the bakery is great and can make to order rolls for those parties in advance.",1706649716,a year ago,en,8e38ec5d0c09718e5e59e382
ChIJExZTv_JLDW0RVmdiNEYY6Y0,Keith Caetano,4,The dairy and the bakery are top notch. I regularly go there and both shops are super friendly and have great food.,1730844906,9 months ago,en,84ba388e61680fd6bfee14f0
ChIJExZTv_JLDW0RVmdiNEYY6Y0,Leon Julian,4,"A local shopping strip; has G'd hairdresser, superette, local bakery, grog shop and f&c takeaways. I'd rekon 8/10 ok; n0  maj complaints - U can get lotto/ games @ superette.",1644819127,3 years ago,en,bdd02a12034179851f554bdb
ChIJuSKMTnRLDW0R0_oVtDGLkVI,Andrea Cooper,5,Excellent service and fruit and veges … love to support local … such friendly service,1741385427,5 months ago,en,d2fa2805fe68a06a1b8eee5f
ChIJuSKMTnRLDW0R0_oVtDGLkVI,Rose Clark,5,"Love this vege store. Prices are great and service always friendly.
Lots of herbs/nuts/spices and other foreign items that are hard to find at chain supermarkets. Highly recommend.",1725769430,11 months ago,en,8d32ba8ec7facdfd53cfd67e
ChIJuSKMTnRLDW0R0_oVtDGLkVI,alan hamilton,4,"I actually haven't really heard of an outlet by the name of Fresh Point but I know it's actually really good, and it's also quite an amazing place to buy good produce and it could actually be one of the best fruit and vegetables shops I've ever been to.",1660527740,2 years ago,en,e516ace9e7ff7441ef5bc62b
ChIJuSKMTnRLDW0R0_oVtDGLkVI,mo A,4,"Decent prices and good quality vegetables and fresh fruits
Very friendly staff",1568626190,5 years ago,en,fe50a2db71917a02e36b0948
ChIJuSKMTnRLDW0R0_oVtDGLkVI,raptstlz,5,"Quality, cheap prices and a very big selection. Cheap milk too which is great! Highly recommend.",1607827246,4 years ago,en,ac50ec095d38b5d121ca61dc
ChIJr-4xFq9LDW0RKYT4I3d89oE,RUIYING LI,5,Customer service is very good. Service is also very good.,1681424183,2 years ago,en-US,471c0911a57b198bdb32cb4b
ChIJFwT79S9LDW0RRbzNCuOXovs,David Koh,4,A nice little Asian place where you can find quite a few Asian stores and take out shops.,1746660455,3 months ago,en,253c54431181428db0810acb
ChIJFwT79S9LDW0RRbzNCuOXovs,Susan Liew,5,"Best roast duck place, bakery there, vegetables shop.",1706322854,a year ago,en,b7b96304afc35139cd1eb86f
ChIJFwT79S9LDW0RRbzNCuOXovs,Allen Wu,5,Lots of Asian stores including a little Asian mart too,1710554514,a year ago,en,0b9b3dc8410e0ebf22107abf
ChIJFwT79S9LDW0RRbzNCuOXovs,Albert Ip,5,A good place to shop for Chinese food.,1695461844,a year ago,en,9a1260bb4a2cd395c28789f7
ChIJFwT79S9LDW0RRbzNCuOXovs,Xiao Ting Hua,4,One stop all shops meet your needs,1726034814,11 months ago,en,45a7e6df381279a355fb7f1e
ChIJbzQENEZLDW0RhBrHVhN3Ris,Hamish Dorrington,5,"Great Lotto shop with awesome owners nicely positioned outside the Countdown. I can tell this store is right on the brink of a Powerball winning ticket. I can just feel it…

Hamish Dorrington
Kakapo Business Sales",1688688255,2 years ago,en,443e9ec90ba26b89163e2335
ChIJbzQENEZLDW0RhBrHVhN3Ris,Jagath Nugadeniya,3,Good and friendly lottery dealer. Many clients coming.,1522902792,7 years ago,en,8595a1ccbc6cf81f763a0a64
ChIJbzQENEZLDW0RhBrHVhN3Ris,Jason Tan,5,"Sashi and Kamal- Very good customer service approach, Friendly, Down to Earth guys. Good Work. 5 Stars! :)",1606709286,4 years ago,en,6da2260277cb8c18026e00b9
ChIJbzQENEZLDW0RhBrHVhN3Ris,felix zhu,5,"Great service, the owner is very chatty.",1697835199,a year ago,en,6adfbf5e6a588749d0b9a330
ChIJbzQENEZLDW0RhBrHVhN3Ris,Bill Taylor,5,Nice people good service and easy parking.,1605756871,4 years ago,en,be21927d6083439d79b3581f
ChIJ8xdByShLDW0RRGg8W_jVlBE,"PJ, SMJ & DNJ",4,HOP...,1728699292,10 months ago,en,19b01a2ec305e3cd20dc29fc
ChIJ8xdByShLDW0RRGg8W_jVlBE,Maddy Smith,5,Loved the Village hop,1552442668,6 years ago,en,60cddd6f8ba3588ee53c3098
